程式執行時間,2021-08-12 22:33:24
,110年度,7月
公司代號,公司名稱,當月營收,上月營收,上上月營收,上上上月營收,MOM,去年同期營收,YOY,收盤價
3543,州巧,"301,059","265,602","271,693","278,227",13.35,"286,186",5.2,27.65
3545,敦泰,"2,019,215","1,913,159","1,950,433","1,908,675",5.54,"1,213,616",66.38,236.5
3550,聯穎,"408,994","403,677","444,331","435,200",1.32,"307,828",32.86,20.4
3557,嘉威,"364,614","268,289","355,979","394,124",35.9,"295,613",23.34,84.2
3563,牧德,"232,713","245,477","238,709","230,980",-5.2,"150,082",55.06,290.5
3576,聯合再生,"1,213,797","1,378,142","1,276,391","1,015,150",-11.93,"1,137,045",6.75,19.15
3583,辛耘,"457,502","286,039","311,097","404,880",59.94,"307,322",48.87,69.0
3588,通嘉,"185,632","177,505","172,462","165,969",4.58,"125,644",47.74,117.5
3591,艾笛森,"161,022","180,689","195,018","203,476",-10.88,"142,162",13.27,24.5
3593,力銘,"47,126","42,996","54,615","54,158",9.61,"69,856",-32.54,14.9
3596,智易,"3,020,532","3,185,366","3,084,177","3,278,819",-5.17,"3,194,146",-5.44,90.3
3605,宏致,"930,648","914,826","913,452","946,342",1.73,"768,042",21.17,57.2
3607,谷崧,"270,560","284,894","334,198","317,223",-5.03,"239,964",12.75,15.05
3617,碩天,"813,590","684,157","668,160","765,507",18.92,"868,112",-6.28,79.3
3622,洋華,"172,735","87,993","106,290","125,232",96.31,"112,284",53.84,28.75
3645,達邁,"215,241","200,014","197,892","188,632",7.61,"178,380",20.66,45.5
3653,健策,"783,509","756,057","728,596","684,674",3.63,"541,245",44.76,301.5
3661,世芯-KY,"812,533","797,577","920,126","1,008,533",1.88,"656,117",23.84,602.0
3665,貿聯-KY,"2,296,025","2,407,544","2,316,528","2,317,157",-4.63,"2,015,553",13.92,238.5
3669,圓展,"333,617","361,154","306,181","356,337",-7.62,"468,395",-28.77,65.8
3673,TPK-KY,"9,114,319","7,097,812","8,312,888","9,177,309",28.41,"12,233,264",-25.5,39.9
3679,新至陞,"345,003","358,792","413,468","402,258",-3.84,"446,719",-22.77,93.4
3682,亞太電,"1,015,965","1,044,867","990,211","1,075,581",-2.77,"1,094,361",-7.16,8.22
3686,達能,"26,146","26,072","18,675","16,531",0.28,"6,945",276.47,18.0
3694,海華,"944,044","978,169","1,018,185","885,688",-3.49,"909,752",3.77,22.8
3701,大眾控,"797,197","686,781","790,309","783,043",16.08,"622,113",28.14,20.9
3702,大聯大,"59,168,492","67,767,917","66,085,397","66,372,523",-12.69,"57,306,638",3.25,48.35
3703,欣陸,"1,599,063","1,623,667","1,964,409","2,003,938",-1.52,"1,988,462",-19.58,23.6
3704,合勤控,"1,881,295","2,285,562","1,995,135","1,803,690",-17.69,"1,731,667",8.64,25.95
3705,永信,"653,249","655,021","659,804","604,258",-0.27,"668,823",-2.33,42.3
3706,神達,"3,350,315","4,523,962","3,382,731","4,136,027",-25.94,"3,837,984",-12.71,28.1
3708,上緯投控,"708,797","770,573","862,129","1,163,838",-8.02,"874,007",-18.9,90.9
3711,日月光投控,"46,479,676","43,325,882","42,267,016","41,333,449",7.28,"37,325,504",24.53,125.5
3712,永崴投控,"680,704","653,181","526,005","495,242",4.21,"351,008",93.93,33.5
3714,富采,"3,334,986","3,282,757","3,170,196","2,911,948",1.59,0,None,76.0
4104,佳醫,"486,139","493,203","556,218","533,199",-1.43,"542,778",-10.44,55.3
4106,雃博,"183,773","193,985","206,657","175,798",-5.26,"173,617",5.85,31.8
4108,懷特,"17,208","19,812","16,292","19,106",-13.14,"6,977",146.64,21.9
4119,旭富,"92,919","62,243","67,778","46,551",49.28,"288,249",-67.76,91.8
4133,亞諾法,"51,807","44,424","47,627","32,203",16.62,"44,995",15.14,50.4
4137,麗豐-KY,"368,121","412,375","429,038","423,691",-10.73,"288,417",27.63,191.0
4141,龍燈-KY,"527,115","920,919","767,085","946,775",-42.76,"471,323",11.84,12.5
4142,國光生,"52,811","68,932","17,106","1,977",-23.39,"1,898",2682.46,48.55
4148,全宇生技-KY,"202,315","204,754","154,976","203,895",-1.19,"183,638",10.17,33.45
4155,訊映,"125,842","88,984","126,531","84,995",41.42,"105,346",19.46,23.45
4164,承業醫,"131,802","141,842","142,630","158,515",-7.08,"306,437",-56.99,34.1
4190,佐登-KY,"154,245","216,093","219,619","241,004",-28.62,"226,254",-31.83,73.8
4306,炎洲,"1,465,457","1,620,354","1,488,094","1,537,466",-9.56,"1,103,473",32.8,17.8
4414,如興,"1,936,302","1,058,692","929,443","1,295,215",82.9,"1,692,605",14.4,8.55
4426,利勤,"43,511","50,270","65,759","51,413",-13.45,"105,752",-58.86,21.0
4438,廣越,"1,724,604","1,416,273","1,337,459","625,008",21.77,"1,771,757",-2.66,114.0
4439,冠星-KY,"689,564","605,513","649,910","553,776",13.88,"570,495",20.87,145.0
4526,東台,"986,628","1,096,909","991,786","802,071",-10.05,"589,161",67.46,17.7
4532,瑞智,"1,996,792","2,087,730","1,970,258","2,222,346",-4.36,"1,773,305",12.6,19.7
4536,拓凱,"659,131","579,124","581,625","661,870",13.82,"703,486",-6.31,148.0
4540,全球傳動,"321,500","310,356","310,702","268,079",3.59,"258,921",24.17,51.2
4545,銘鈺,"159,191","301,566","185,761","155,939",-47.21,"151,189",5.29,27.2
4551,智伸科,"695,303","731,657","753,440","758,924",-4.97,"666,995",4.24,169.0
4552,力達-KY,"426,588","407,460","366,149","325,287",4.69,"409,514",4.17,29.95
4555,氣立,"193,638","199,222","186,931","184,820",-2.8,"154,027",25.72,59.0
4557,永新-KY,"153,937","163,785","166,069","159,251",-6.01,"110,368",39.48,61.5
4560,強信-KY,"155,641","152,747","152,281","118,426",1.89,"97,326",59.92,42.35
4562,穎漢,"78,704","80,430","60,754","66,711",-2.15,"51,717",52.18,19.5
4564,元翎,"220,875","224,051","211,498","160,262",-1.42,"174,044",26.91,43.6
4566,時碩工業,"370,411","325,734","342,378","367,012",13.72,"259,672",42.65,45.35
4571,鈞興-KY,"298,536","232,788","198,983","211,286",28.24,"185,527",60.91,132.5
4572,駐龍,"43,018","38,519","33,177","33,276",11.68,"23,195",85.46,105.0
4576,大銀微系統,"272,404","276,457","252,284","265,557",-1.47,"242,415",12.37,111.0
4581,光隆精密-KY,"75,345","98,293","81,931","81,233",-23.35,"62,993",19.61,37.5
4720,德淵,"320,412","269,418","289,020","303,251",18.93,"309,166",3.64,14.3
4722,國精化,"399,863","412,672","348,321","402,600",-3.1,"281,540",42.03,38.85
4737,華廣,"162,210","155,828","126,419","130,341",4.1,"117,052",38.58,70.5
4739,康普,"607,178","561,730","621,067","642,018",8.09,"532,990",13.92,110.5
4746,台耀,"191,628","286,468","251,523","294,885",-33.11,"241,409",-20.62,69.9
4755,三福化,"401,711","352,041","336,226","301,878",14.11,"370,494",8.43,61.6
4763,材料-KY,"210,040","231,760","219,753","223,355",-9.37,"202,662",3.64,99.3
4764,雙鍵,"242,114","283,963","283,085","226,738",-14.74,"195,584",23.79,60.8
4766,南寶,"1,531,198","1,608,624","1,434,501","1,556,128",-4.81,"1,364,392",12.23,143.5
4807,日成-KY,"209,716","163,103","157,309","192,489",28.58,"107,657",94.8,27.5
4904,遠傳,"6,717,302","6,681,451","6,457,443","6,359,087",0.54,"6,275,774",7.04,61.4
4906,正文,"1,752,854","2,193,212","2,252,259","2,107,273",-20.08,"2,184,262",-19.75,27.65
4912,聯德控股-KY,"522,022","600,963","445,076","700,460",-13.14,"500,548",4.29,169.5
4915,致伸,"5,418,310","5,274,949","5,106,162","6,066,898",2.72,"5,747,565",-5.73,51.4
4916,事欣科,"161,578","240,752","233,729","212,799",-32.89,"147,391",9.63,25.05
4919,新唐,"3,491,742","3,748,237","3,371,012","3,495,440",-6.84,"1,097,276",218.22,136.5
4927,泰鼎-KY,"1,429,989","1,096,507","1,126,261","1,269,671",30.41,"1,272,634",12.36,57.7
4930,燦星網,"837,397","931,241","928,529","975,530",-10.08,"932,945",-10.24,24.1
4934,太極,"93,842","140,898","162,379","210,900",-33.4,"185,551",-49.43,36.1
4935,茂林-KY,"944,842","904,442","856,320","969,095",4.47,"1,171,383",-19.34,85.2
4938,和碩,"88,532,771","88,868,602","90,320,534","93,054,564",-0.38,"103,823,444",-14.73,66.6
4942,嘉彰,"714,728","768,333","724,299","708,641",-6.98,"591,374",20.86,51.9
4943,康控-KY,"308,335","241,524","200,812","206,896",27.66,"393,942",-21.73,65.5
4952,凌通,"330,585","325,457","320,698","301,697",1.58,"272,382",21.37,72.0
4956,光鋐,"161,533","160,821","144,604","150,737",0.44,"123,360",30.94,26.0
4958,臻鼎-KY,"11,650,576","10,302,627","9,932,908","9,548,950",13.08,"10,192,953",14.3,100.5
4960,誠美材,"900,326","900,246","945,488","901,892",0.01,"731,309",23.11,12.15
4961,天鈺,"2,156,566","2,066,705","2,051,590","1,751,503",4.35,"890,502",142.17,277.0
4967,十銓,"518,791","718,123","625,146","611,842",-27.76,"607,878",-14.66,57.5
4968,立積,"403,351","531,973","588,711","614,232",-24.18,"528,972",-23.75,378.5
4976,佳凌,"118,158","147,173","147,153","142,861",-19.71,"117,401",0.64,68.7
4977,眾達-KY,"198,306","230,377","251,628","240,140",-13.92,"311,421",-36.32,81.7
4989,榮科,"380,522","395,875","413,656","349,409",-3.88,"228,326",66.66,49.4
4994,傳奇,"270,558","226,356","243,547","235,398",19.53,"354,865",-23.76,55.7
4999,鑫禾,"226,884","265,666","250,316","277,885",-14.6,"243,569",-6.85,41.8
5007,三星,"679,852","633,938","622,722","610,860",7.24,"396,755",71.35,59.1
5203,訊連,"135,647","129,905","123,230","168,132",4.42,"162,626",-16.59,77.0
5215,科嘉-KY,"310,007","276,530","319,916","318,555",12.11,"372,668",-16.81,85.4
5225,東科-KY,"853,476","783,039","792,872","928,770",9.0,"900,452",-5.22,20.1
5234,達興材料,"392,543","358,728","366,796","365,522",9.43,"358,933",9.36,92.5
5243,乙盛-KY,"1,065,287","894,333","805,256","1,079,163",19.12,"939,015",13.45,65.9
5258,虹堡,"326,731","394,399","291,274","283,512",-17.16,"254,254",28.51,21.35
5269,祥碩,"660,599","529,420","497,393","444,871",24.78,"600,122",10.08,1975.0
5283,禾聯碩,"677,277","582,438","705,248","541,955",16.28,"828,370",-18.24,118.0
5284,jpp-KY,"115,074","110,090","106,529","108,501",4.53,"90,904",26.59,42.0
5285,界霖,"570,973","546,993","525,281","566,678",4.38,"322,746",76.91,118.0
5288,豐祥-KY,"509,854","517,028","483,069","462,703",-1.39,"444,185",14.78,150.5
5388,中磊,"3,648,827","3,589,606","3,127,606","3,268,553",1.65,"3,015,737",20.99,63.0
5434,崇越,"3,614,942","3,487,524","3,137,696","3,755,934",3.65,"2,957,667",22.22,131.0
5469,瀚宇博,"4,821,050","4,442,352","4,520,163","4,415,883",8.52,"3,951,630",22.0,44.3
5471,松翰,"537,682","507,430","519,236","547,974",5.96,"460,014",16.88,95.2
5484,慧友,"34,199","56,649","52,751","42,636",-39.63,"25,939",31.84,15.9
5515,建國,"390,107","470,414","546,657","418,566",-17.07,"597,478",-34.71,14.35
5519,隆大,"59,764","158,139","137,350","1,038,694",-62.21,"117,888",-49.3,22.15
5521,工信,"258,517","345,084","287,505","235,577",-25.09,"125,205",106.47,10.05
5522,遠雄,"2,334,201","1,771,356","1,668,953","1,609,581",31.77,"2,235,271",4.43,56.6
5525,順天,"40,220","27,817","45,381","64,202",44.59,"53,958",-25.46,24.95
5531,鄉林,"110,151","227,506","326,667","180,591",-51.58,"271,794",-59.47,11.7
5533,皇鼎,"42,785","363,343","186,049","373,020",-88.22,"266,068",-83.92,16.95
5534,長虹,"109,731","97,583","138,630","102,563",12.45,"379,793",-71.11,80.3
5538,東明-KY,"1,163,956","1,072,800","1,084,626","1,064,577",8.5,"810,642",43.58,43.45
5546,永固-KY,"450,572","430,493","450,101","496,725",4.66,"400,164",12.6,69.5
5607,遠雄港,"206,991","198,797","187,437","187,434",4.12,"165,353",25.18,40.95
5608,四維航,"489,399","434,943","440,341","342,210",12.52,"235,121",108.15,50.3
5706,鳳凰,"23,783","3,209","9,808","9,328",641.13,"10,690",122.48,42.5
5871,中租-KY,"6,037,563","5,986,697","5,927,575","5,784,845",0.85,"5,022,954",20.2,229.5
5876,上海商銀,"3,781,937","3,347,963","2,905,287","2,951,440",12.96,"3,951,240",-4.28,41.6
5880,合庫金,"5,378,780","4,525,083","4,301,933","4,612,615",18.87,"5,582,275",-3.65,21.35
5906,台南-KY,"81,358","30,703","96,302","121,966",164.98,"125,988",-35.42,33.55
5907,大洋-KY,"348,011","396,713","502,307","387,354",-12.28,"339,327",2.56,19.75
6005,群益證,"1,464,586","1,433,766","898,584","1,130,686",2.15,"1,269,198",15.39,15.6
6024,群益期,"238,238","217,245","236,325","201,041",9.66,"244,162",-2.43,39.2
6108,競國,"836,791","759,597","794,703","778,342",10.16,"714,593",17.1,23.05
6112,聚碩,"1,076,531","1,033,923","847,534","867,210",4.12,"1,247,465",-13.7,39.35
6115,鎰勝,"664,488","605,730","607,770","645,127",9.7,"590,031",12.62,42.7
6116,彩晶,"2,334,991","2,501,579","2,814,670","2,750,339",-6.66,"1,475,308",58.27,19.1
6117,迎廣,"200,415","219,899","187,376","171,395",-8.86,"236,612",-15.3,16.55
6120,達運,"1,765,429","1,573,586","1,598,966","1,618,373",12.19,"1,271,067",38.89,12.65
6128,上福,"360,322","411,020","403,868","401,770",-12.33,"325,940",10.55,25.15
6133,金橋,"97,812","82,224","88,991","78,408",18.96,"104,800",-6.67,8.81
6136,富爾特,"64,090","46,673","52,170","53,056",37.32,"63,110",1.55,17.25
6139,亞翔,"1,793,458","2,434,785","1,721,341","1,764,865",-26.34,"969,759",84.94,30.05
6141,柏承,"302,738","314,041","329,697","343,205",-3.6,"306,738",-1.3,25.4
6142,友勁,"211,041","238,342","182,745","203,461",-11.45,"360,803",-41.51,12.15
6152,百一,"329,175","303,743","294,859","277,482",8.37,"296,484",11.03,9.0
6153,嘉聯益,"1,283,234","1,020,103","930,165","1,174,552",25.79,"1,475,172",-13.01,28.3
6155,鈞寶,"71,328","74,335","65,467","67,873",-4.05,"42,297",68.64,26.65
6164,華興,"85,627","81,710","81,169","76,054",4.79,"54,687",56.58,17.75
6165,浪凡,"251,158","246,650","218,516","198,881",1.83,51,492366.67,33.25
6166,凌華,"788,487","951,831","574,633","733,980",-17.16,"795,020",-0.82,62.3
6168,宏齊,"267,423","297,469","268,661","272,549",-10.1,"186,880",43.1,27.85
6172,互億,"78,167","35,419","71,920","44,885",120.69,"49,991",56.36,42.75
6176,瑞儀,"4,519,213","4,628,479","4,478,330","4,924,942",-2.36,"5,022,393",-10.02,97.6
6177,達麗,"526,688","992,520","1,636,153","13,189",-46.93,"88,128",497.64,30.7
6183,關貿,"146,138","159,778","177,228","148,008",-8.54,"173,464",-15.75,50.6
6184,大豐電,"163,633","164,004","163,797","163,196",-0.23,"163,982",-0.21,43.45
6189,豐藝,"2,828,268","2,558,789","2,736,678","2,702,551",10.53,"2,292,559",23.37,42.25
6191,精成科,"2,449,778","2,244,622","2,292,371","2,258,426",9.14,"1,875,425",30.63,35.2
6192,巨路,"461,461","501,201","414,780","597,714",-7.93,"479,134",-3.69,71.5
6196,帆宣,"2,739,920","2,744,611","2,711,949","2,553,798",-0.17,"1,847,044",48.34,112.0
6197,佳必琪,"335,310","340,554","280,766","325,703",-1.54,"334,022",0.39,36.0
6201,亞弘電,"372,846","330,612","278,877","294,314",12.77,"353,332",5.52,43.9
6202,盛群,"622,585","591,271","555,724","523,085",5.3,"487,632",27.68,123.5
6205,詮欣,"162,127","144,034","141,918","138,887",12.56,"147,109",10.21,32.0
6206,飛捷,"396,388","388,358","379,877","405,638",2.07,"386,346",2.6,63.6
6209,今國光,"284,126","278,484","295,331","273,106",2.03,"283,253",0.31,31.0
6213,聯茂,"2,951,956","2,798,606","2,670,958","2,689,223",5.48,"2,118,656",39.33,133.0
6214,精誠,"2,536,565","2,607,508","1,998,491","2,213,247",-2.72,"1,991,664",27.36,86.1
6215,和椿,"188,470","226,217","166,012","165,552",-16.69,"129,422",45.62,33.0
6216,居易,"79,014","66,831","79,488","68,009",18.23,"55,854",41.47,26.0
6224,聚鼎,"336,474","318,539","286,470","212,368",5.63,"146,244",130.08,145.0
6225,天瀚,"3,249","1,297","1,069","1,042",150.5,"2,922",11.19,7.82
6226,光鼎,"79,770","72,949","83,454","81,608",9.35,"69,398",14.95,15.95
6230,尼得科超眾,"929,254","788,889","780,672","760,984",17.79,"695,565",33.6,204.5
6235,華孚,"224,291","221,820","230,958","209,501",1.11,"145,895",53.73,18.15
6239,力成,"7,520,591","7,063,121","6,886,318","6,671,415",6.48,"6,320,817",18.98,109.5
6243,迅杰,"79,497","73,537","64,869","75,906",8.1,"61,752",28.74,20.0
6251,定穎,"1,391,148","1,266,301","1,422,999","1,223,141",9.86,"1,032,013",34.8,22.6
6257,矽格,"1,563,909","1,446,778","1,408,402","1,350,187",8.1,"1,023,095",52.86,68.6
6269,台郡,"2,785,314","2,261,026","2,399,182","2,391,592",23.19,"2,434,617",14.4,123.0
6271,同欣電,"1,243,909","1,166,426","1,156,121","1,112,037",6.64,"911,463",36.47,257.0
6277,宏正,"393,092","412,912","408,314","399,492",-4.8,"394,441",-0.34,82.6
6278,台表科,"5,925,520","5,512,866","5,297,090","4,945,016",7.49,"3,775,631",56.94,117.0
6281,全國電,"2,144,064","1,982,553","2,300,211","1,673,879",8.15,"2,327,760",-7.89,84.5
6282,康舒,"1,847,607","1,603,746","1,685,568","1,633,322",15.21,"1,847,655",-0.0,27.3
6283,淳安,"242,102","164,325","262,762","231,841",47.33,"122,106",98.27,52.0
6285,啟碁,"5,742,880","5,085,059","5,280,326","5,137,151",12.94,"5,608,431",2.4,71.2
6288,聯嘉,"272,439","269,836","288,306","287,847",0.96,"365,020",-25.36,24.5
6289,華上,"4,003","4,909","5,401","5,354",-18.46,"6,413",-37.58,3.06
6405,悅城,"51,767","48,289","46,275","44,178",7.2,"38,856",33.23,30.65
6409,旭隼,"1,420,667","1,349,170","1,333,536","1,376,331",5.3,"1,238,084",14.75,1360.0
6412,群電,"3,141,718","3,194,441","3,270,273","3,162,400",-1.65,"2,997,734",4.8,68.8
6414,樺漢,"6,952,659","8,401,461","7,432,676","7,016,323",-17.24,"6,241,571",11.39,212.5
6415,矽力-KY,"1,898,617","1,775,131","1,710,065","1,767,759",6.96,"1,151,968",64.82,4000.0
6416,瑞祺電通,"338,551","432,315","385,523","300,463",-21.69,"401,537",-15.69,104.0
6426,統新,"36,153","37,873","45,997","51,629",-4.54,"79,922",-54.76,66.5
6431,光麗-KY,"35,973","59,510","4,042","5,430",-39.55,"11,541",211.7,33.4
6438,迅得,"501,989","489,291","380,486","349,823",2.6,"232,962",115.48,114.5
6442,光聖,"252,472","229,758","254,075","243,139",9.89,"219,764",14.88,nan
6443,元晶,"455,886","434,782","484,116","454,450",4.85,"445,326",2.37,29.85
6449,鈺邦,"238,370","235,707","242,363","232,095",1.13,"226,236",5.36,55.7
6451,訊芯-KY,"309,807","348,935","419,198","416,292",-11.21,"390,240",-20.61,97.0
6456,GIS-KY,"12,998,317","12,900,582","12,569,272","10,667,734",0.76,"9,957,434",30.54,114.0
6464,台數科,"356,049","362,783","331,897","350,368",-1.86,"353,508",0.72,108.5
6477,安集,"77,849","128,420","87,311","91,238",-39.38,"302,834",-74.29,40.35
6491,晶碩,"432,945","459,785","443,216","478,344",-5.84,"278,055",55.7,447.0
6504,南六,"445,059","553,125","605,182","592,022",-19.54,"900,437",-50.57,132.5
6505,台塑化,"53,822,091","45,492,052","52,926,645","46,553,948",18.31,"33,532,841",60.51,96.9
6515,穎崴,"231,358","238,668","217,915","185,151",-3.06,"331,729",-30.26,262.5
6525,捷敏-KY,"401,247","389,744","384,192","382,680",2.95,"339,711",18.11,108.5
6531,愛普,"755,742","599,899","515,235","518,317",25.98,"221,142",241.75,664.0
6533,晶心科,"56,370","92,723","60,736","53,911",-39.21,"30,285",86.13,514.0
6541,泰福-KY,0,0,0,0,None,300,-100.0,50.0
6552,易華電,"280,091","275,417","270,335","273,400",1.7,"262,023",6.9,67.3
6558,興能高,"150,643","115,708","144,248","162,240",30.19,"165,489",-8.97,35.5
6573,虹揚-KY,"185,425","184,535","214,178","206,948",0.48,"136,718",35.63,24.7
6579,研揚,"451,574","615,979","409,278","379,459",-26.69,"569,515",-20.71,62.5
6581,鋼聯,"136,828","140,652","172,944","161,109",-2.72,"153,032",-10.59,72.0
6582,申豐,"702,684","956,433","982,780","832,321",-26.53,"416,832",68.58,241.0
6591,動力-KY,"141,088","125,118","170,027","186,556",12.76,"154,817",-8.87,58.0
6592,和潤企業,"1,427,310","1,331,922","1,485,892","1,421,765",7.16,"1,256,282",13.61,82.1
6598,ABC-KY,"19,617","35,570","21,460","10,881",-44.85,"26,529",-26.05,39.7
6605,帝寶,"1,242,984","1,305,476","1,283,595","1,355,831",-4.79,"1,345,662",-7.63,58.5
6625,必應,"5,772","2,124","25,929","56,769",171.75,"92,385",-93.75,28.8
6641,基士德-KY,"148,807","146,197","176,907","183,768",1.79,"145,085",2.57,62.7
6655,科定,"196,217","185,737","170,333","200,642",5.64,"196,881",-0.34,68.4
6666,羅麗芬-KY,"70,673","116,815","80,131","88,531",-39.5,"64,861",8.96,nan
6668,中揚光,"135,486","124,757","87,395","105,394",8.6,"159,902",-15.27,57.7
6669,緯穎,"14,165,345","18,168,341","16,411,547","16,616,629",-22.03,"15,609,333",-9.25,880.0
6670,復盛應用,"2,143,308","2,030,373","2,023,755","1,948,100",5.56,"862,931",148.38,192.0
6671,三能-KY,"158,195","207,818","176,043","173,380",-23.88,"164,851",-4.04,51.1
6672,騰輝電子-KY,"686,936","749,010","694,575","668,475",-8.29,"388,483",76.83,166.0
6674,鋐寶科技,"202,281","250,008","246,154","237,623",-19.09,"251,632",-19.61,27.85
6698,旭暉應材,"75,220","72,378","61,195","60,824",3.93,"44,597",68.67,41.1
6706,惠特,"502,284","478,637","472,381","429,677",4.94,"203,681",146.6,178.0
6715,嘉基,"211,115","167,468","106,318","216,759",26.06,"111,108",90.01,120.0
6743,安普新,"562,776","525,011","559,265","511,318",7.19,"661,603",-14.94,87.6
6754,匯僑設計,"362,733","407,334","330,335","330,073",-10.95,"290,393",24.91,46.15
6756,威鋒電子,"282,310","268,843","267,206","266,771",5.01,"156,231",80.7,402.5
6768,志強-KY,"962,960","1,295,193","1,220,243","1,497,094",-25.65,"669,174",43.9,70.5
6776,展碁國際,"2,095,504","1,765,899","1,614,989","1,248,155",18.66,"1,638,619",27.88,40.45
6781,AES-KY,"920,123","900,850","902,588","938,269",2.14,"392,495",134.43,805.0
8011,台通,"163,768","115,983","143,876","113,634",41.2,"94,552",73.2,16.85
8016,矽創,"2,226,396","1,866,265","1,902,983","1,765,268",19.3,"1,258,731",76.88,369.5
8021,尖點,"338,209","332,158","302,571","298,959",1.82,"260,590",29.79,42.8
8028,昇陽半導體,"225,562","244,303","230,231","233,617",-7.67,"197,146",14.41,53.7
8033,雷虎,"80,039","92,600","98,396","117,318",-13.56,"69,749",14.75,13.4
8039,台虹,"946,424","874,030","753,076","745,170",8.28,"851,728",11.12,52.8
8046,南電,"4,881,258","4,246,179","4,099,461","4,139,307",14.96,"3,377,828",44.51,400.5
8070,長華*,"1,835,015","1,740,792","1,564,982","1,594,942",5.41,"1,357,138",35.21,34.0
8072,陞泰,"127,034","122,823","109,913","121,805",3.43,"112,213",13.21,24.65
8081,致新,"859,360","808,899","802,002","769,287",6.24,"680,723",26.24,269.0
8101,華冠,"70,944","41,568","59,445","68,118",70.67,"234,886",-69.8,2.66
8103,瀚荃,"403,536","345,985","324,244","331,236",16.63,"290,488",38.92,46.25
8104,錸寶,"193,175","152,419","149,128","154,408",26.74,"149,389",29.31,52.9
8105,凌巨,"891,996","878,332","912,922","895,224",1.56,"552,400",61.48,12.75
8110,華東,"685,167","734,604","711,460","730,826",-6.73,"466,057",47.01,20.65
8112,至上,"15,990,838","19,354,059","16,856,004","16,199,282",-17.38,"11,652,027",37.24,43.95
8114,振樺電,"722,947","778,153","686,233","662,960",-7.09,"623,611",15.93,75.1
8131,福懋科,"808,584","804,816","821,160","840,933",0.47,"778,782",3.83,37.7
8150,南茂,"2,417,897","2,360,243","2,338,610","2,283,389",2.44,"1,886,592",28.16,57.3
8163,達方,"2,452,843","2,593,181","2,414,125","2,525,742",-5.41,"2,031,241",20.76,45.55
8201,無敵,"69,585","129,173","67,007","48,504",-46.13,"87,771",-20.72,11.1
8210,勤誠,"788,938","842,377","735,229","760,631",-6.34,"730,654",7.98,72.6
8213,志超,"2,469,934","2,368,489","2,319,131","2,084,966",4.28,"2,010,008",22.88,49.0
8215,明基材,"1,354,490","1,444,421","1,468,949","1,369,750",-6.23,"1,250,452",8.32,37.9
8222,寶一,"33,540","27,373","25,337","31,271",22.53,"19,513",71.89,15.15
8249,菱光,"423,434","374,368","424,347","375,953",13.11,"291,468",45.28,28.45
8261,富鼎,"342,722","360,099","359,958","310,696",-4.83,"274,089",25.04,106.5
8271,宇瞻,"715,132","742,750","759,261","784,520",-3.72,"655,758",9.05,45.55
8341,日友,"247,931","287,284","272,549","268,198",-13.7,"278,591",-11.01,193.0
8367,建新國際,"237,935","226,532","163,873","172,599",5.03,"152,642",55.88,57.9
8374,羅昇,"307,558","318,488","348,777","306,808",-3.43,"214,489",43.39,30.75
8404,百和興業-KY,"688,039","624,139","901,429","2,317,094",10.24,"444,484",54.79,39.25
8411,福貞-KY,"681,810","713,244","584,105","485,076",-4.41,"558,930",21.98,15.4
8422,可寧衛,"222,122","167,734","194,161","232,095",32.43,"250,677",-11.39,167.0
8427,基勝-KY,"22,254","54,488","139,548","206,042",-59.16,"67,026",-66.8,48.1
8429,金麗-KY,"27,648","44,600","36,812","44,479",-38.01,"38,354",-27.91,13.05
8442,威宏-KY,"499,506","493,224","478,925","442,003",1.27,"284,144",75.79,39.7
8443,阿瘦,"59,301","48,703","61,858","98,941",21.76,"108,790",-45.49,11.25
8454,富邦媒,"7,173,226","8,326,167","8,128,766","5,803,340",-13.85,"5,139,283",39.58,1870.0
8462,柏文,"54,302",640,"154,699","323,840",8384.69,"325,564",-83.32,143.5
8463,潤泰材,"263,738","267,894","360,281","345,206",-1.55,"272,811",-3.33,36.7
8464,億豐,"2,396,907","2,418,301","2,632,279","2,374,013",-0.88,"2,307,272",3.88,440.0
8466,美吉吉-KY,"221,486","216,472","306,571","306,167",2.32,"260,212",-14.88,nan
8467,波力-KY,"174,964","104,405","91,145","91,879",67.58,"134,279",30.3,38.55
8473,山林水,"268,317","264,078","340,680","262,996",1.61,"324,408",-17.29,39.15
8478,東哥遊艇,"248,745","1,016,238","299,083","374,656",-75.52,"187,855",32.41,95.9
8480,泰昇-KY,"111,844","137,178","132,946","151,422",-18.47,"135,526",-17.47,113.0
8481,政伸,"136,814","127,793","131,544","127,366",7.06,"131,871",3.75,78.5
8482,商億-KY,"396,817","398,646","487,677","405,204",-0.46,"393,352",0.88,71.1
8488,吉源-KY,"291,554","390,295","343,382","293,037",-25.3,"232,494",25.4,17.2
8499,鼎炫-KY,"239,621","198,868","215,202","207,197",20.49,"232,050",3.26,136.0
8926,台汽電,"250,799","289,639","491,758","574,267",-13.41,"772,754",-67.54,38.55
8940,新天地,"10,134","3,171","35,016","67,212",219.58,"57,306",-82.32,14.15
8996,高力,"189,959","198,995","186,635","202,151",-4.54,"135,413",40.28,48.45
9105,泰金寶-DR,"9,140,244","8,083,844","7,575,141","9,216,779",13.07,"8,638,954",5.8,4.55
912000,晨訊科-DR,"195,858","379,788","227,782","214,830",-48.43,"482,772",-59.43,2.68
