程式執行時間,2021-08-12 22:33:24
,110年度,7月
公司代號,公司名稱,當月營收,上月營收,上上月營收,上上上月營收,MOM,去年同期營收,YOY,收盤價
4502,健信,"128,852","104,517","118,560","104,153",23.28,"171,778",-24.99,40.20
4503,金雨,"6,570","11,044","10,423","6,241",-40.51,"16,917",-61.16,17.05
4506,崇友,"383,971","384,541","326,117","321,116",-0.15,"414,530",-7.37,62.70
4510,高鋒,"209,135","214,009","201,664","165,906",-2.28,"155,009",34.92,11.50
4513,福裕,"148,396","129,022","165,168","114,542",15.02,"87,015",70.54,9.81
4523,永彰,"40,440","78,282","44,908","50,096",-48.34,"64,632",-37.43,29.20
4527,方土霖,"187,745","202,644","214,793","170,603",-7.35,"148,437",26.48,28.65
4528,江興鍛,"209,551","206,416","221,859","247,435",1.52,"192,465",8.88,43.70
4529,淳紳,36,809,254,108,-95.55,668,-94.61,9.82
4530,宏易,"8,111","7,426","12,148","17,268",9.22,"3,219",151.97,9.14
4533,協易機,"340,726","292,793","377,837","280,692",16.37,"288,126",18.26,11.50
4534,慶騰,"122,942","111,158","122,480","108,472",10.6,"90,956",35.17,13.75
4535,至興,"244,393","240,946","225,289","219,048",1.43,"181,609",34.57,34.10
4538,大詠城,"35,210","37,568","41,763","33,456",-6.28,"19,715",78.59,19.60
4541,晟田,"92,916","102,503","91,177","75,938",-9.35,"68,289",36.06,24.60
4542,科嶠,"30,311","91,658","54,816","45,947",-66.93,"42,559",-28.78,28.70
4543,萬在,"93,832","90,337","80,982","82,506",3.87,"93,684",0.16,16.55
4549,桓達,"103,354","102,917","91,221","114,851",0.42,"102,445",0.89,88.30
4550,長佳,"96,713","115,302","145,342","130,965",-16.12,"107,288",-9.86,24.35
4554,橙的,"46,454","36,998","32,687","34,540",25.56,"30,425",52.68,29.50
4556,旭然,"49,663","53,139","53,191","50,408",-6.54,"45,881",8.24, ---
4561,健椿,"154,770","104,321","106,029","110,307",48.36,"88,055",75.77,31.00
4563,百德,"148,503","201,088","138,960","134,898",-26.15,"120,660",23.08,29.00
4568,科際精密,"131,194","144,009","115,225","107,454",-8.9,"136,341",-3.78,69.00
4580,捷流閥業,"216,056","210,260","208,101","205,842",2.76,"207,869",3.94,89.90
4609,唐鋒,"51,907","41,057","42,327","17,782",26.43,"32,656",58.95,8.15
4702,中美實,"50,540","101,451","85,893","116,580",-50.18,"78,237",-35.4,12.90
4706,大恭,"118,048","109,420","129,002","123,618",7.89,"115,662",2.06,19.05
4707,磐亞,"198,713","147,831","59,125","116,757",34.42,"154,229",28.84,13.40
4711,永純,"103,225","73,004","116,574","135,632",41.4,"62,425",65.36,17.55
4712,南璋,"7,022",696,"-1,465",899,908.91,642,993.77,6.04
4714,永捷,"80,393","28,983","53,212","65,119",177.38,"13,206",508.76,13.25
4716,大立,"57,222","49,672","75,920","69,205",15.2,"77,902",-26.55,14.55
4721,美琪瑪,"481,525","236,198","286,753","290,275",103.86,"174,823",175.44,96.00
4726,永昕,"23,165","22,143","51,512","33,077",4.62,"26,188",-11.54,41.20
4728,雙美,"72,555","75,631","62,160","74,545",-4.07,"55,549",30.61,76.00
4729,熒茂,"95,943","97,495","97,324","113,834",-1.59,"85,556",12.14,12.15
4735,豪展,"144,047","137,207","151,541","314,605",4.99,"300,330",-52.04,55.40
4736,泰博,"699,660","902,440","445,234","330,094",-22.47,"520,857",34.33,215.50
4741,泓瀚,"51,289","54,460","43,368","54,580",-5.82,"50,655",1.25,24.20
4743,合一,"9,057","8,727","2,281","1,721",3.78,"1,416",539.62,193.00
4744,皇將,"115,445","78,029","69,202","60,217",47.95,"59,992",92.43,28.40
4745,合富-KY,"332,050","652,830","395,401","424,711",-49.14,"324,803",2.23,26.00
4747,強生,"32,158","31,940","34,620","32,295",0.68,"40,890",-21.35,36.00
4754,國碳科,"50,121","62,573","44,949","31,068",-19.9,"42,902",16.83,36.40
4760,勤凱科技,"166,611","162,519","155,720","154,568",2.52,"90,835",83.42,118.50
4767,誠泰科技,"98,362","100,275","111,515","109,766",-1.91,"91,974",6.95,28.95
4803,VHQ-KY,"70,406","83,045","82,542","84,026",-15.22,"92,788",-24.12,20.80
4804,大略-KY,"34,620","33,015","29,895","28,626",4.86,"31,322",10.53,9.66
4806,昇華,0,0,72,0,None,"1,000",-100.0,10.85
4903,聯光通,"54,620","57,350","28,472","51,813",-4.76,"34,096",60.19,7.75
4905,台聯電,"6,091","5,187","6,563","4,122",17.43,"6,431",-5.29,53.10
4907,富宇,206,"22,129","33,857","17,328",-99.07,"76,936",-99.73,24.10
4908,前鼎,"71,596","71,890","65,400","64,180",-0.41,"67,479",6.1,28.05
4909,新復興,"65,153","52,688","46,559","74,725",23.66,"47,539",37.05,23.30
4911,德英,"1,600",902,991,"1,733",77.38,"2,823",-43.32,24.35
4924,欣厚-KY,"32,418","34,919","37,638","36,254",-7.16,"57,788",-43.9,14.10
4931,新盛力,"97,020","127,297","85,022","103,394",-23.78,"138,713",-30.06,20.70
4933,友輝,"254,549","228,046","254,783","262,548",11.62,"252,213",0.93,36.60
4939,亞電,"168,653","171,728","143,808","155,391",-1.79,"156,011",8.1,22.90
4944,兆遠,"47,595","46,900","46,257","46,239",1.48,"27,035",76.05,25.10
4945,陞達科技,"38,470","47,439","37,660","44,307",-18.91,"31,242",23.14,65.80
4946,辣椒,"2,917","4,038","2,172","2,799",-27.76,"9,478",-69.22,33.10
4950,牧東,"45,396","43,613","20,628","8,233",4.09,"8,759",418.28,18.55
4953,緯軟,"529,164","501,491","478,919","484,436",5.52,"445,605",18.75,90.20
4966,譜瑞-KY,"1,817,360","1,541,370","1,672,951","1,689,523",17.91,"1,470,775",23.56,1655.00
4971,IET-KY,"58,275","68,814","63,005","57,482",-15.32,"56,734",2.72,55.60
4972,湯石照明,"118,759","69,930","74,922","68,897",69.83,"76,061",56.14,30.90
4973,廣穎,"323,113","359,161","409,943","285,674",-10.04,"363,994",-11.23,25.65
4974,亞泰,"415,699","385,846","343,384","337,493",7.74,"371,887",11.78,60.20
4979,華星光,"77,107","75,062","97,810","94,754",2.72,"103,187",-25.27,18.15
4987,科誠,"98,092","97,637","96,227","106,947",0.47,"84,943",15.48,58.90
4991,環宇-KY,"78,346","122,563","96,029","88,689",-36.08,"112,119",-30.12,46.60
4995,晶達,"113,641","99,758","102,483","85,859",13.92,"61,536",84.67,33.95
5009,榮剛,"763,530","728,023","679,835","605,890",4.88,"630,624",21.08,29.75
5011,久陽,"319,427","362,396","366,547","267,796",-11.86,"176,416",81.06,32.10
5013,強新,"761,511","741,256","710,624","744,995",2.73,"500,221",52.23,38.70
5014,建錩,"1,568,693","1,539,969","1,563,183","1,595,293",1.87,"1,229,419",27.6,24.65
5015,華祺,"224,319","203,595","183,070","202,986",10.18,"188,132",19.23,34.70
5016,松和,"296,647","247,133","259,559","230,423",20.04,"205,245",44.53,39.95
5102,富強,"62,529","66,244","52,359","50,308",-5.61,"45,984",35.98,19.10
5201,凱衛,"20,658","20,765","14,607","14,314",-0.52,"17,499",18.05,27.15
5202,力新,"17,061","14,529","10,815","13,916",17.43,"37,755",-54.81,17.60
5205,中茂,"2,114",995,"1,895","1,438",112.46,"2,095",0.91, ---
5206,坤悅,"524,602",-5,"380,569","13,446",10492140.0,"29,512",1677.59,17.70
5209,新鼎,"356,832","276,294","253,143","368,984",29.15,"226,598",57.47,69.30
5210,寶碩,"65,235","17,872","15,939","15,828",265.01,"27,862",134.14,14.85
5211,蒙恬,"11,007","10,023","10,285","11,096",9.82,"12,502",-11.96,16.00
5212,凌網,"87,552","85,370","63,554","68,538",2.56,"92,701",-5.55,54.10
5213,亞昕,"50,965","310,436","136,198","107,615",-83.58,"280,733",-81.85,20.05
5220,萬達光電,"88,533","102,396","86,418","71,449",-13.54,"158,518",-44.15,38.95
5223,安力-KY,"179,620","138,867","148,399","167,766",29.35,"203,316",-11.65,59.10
5227,立凱-KY,"22,824","9,463","41,002","12,453",141.19,"22,738",0.38,30.50
5230,雷笛克光學,"102,068","100,420","102,778","101,964",1.64,"81,227",25.66,28.75
5236,凌陽創新,"213,246","207,801","236,395","206,889",2.62,"212,305",0.44,174.50
5245,智晶,"115,186","115,378","116,802","121,926",-0.17,"114,228",0.84,42.50
5251,天鉞電,"17,966","16,705","13,776","11,273",7.55,"13,742",30.74,13.80
5263,智崴,"80,823","70,879","50,932","62,491",14.03,"71,276",13.39,118.00
5272,笙科,"51,695","47,812","48,347","50,404",8.12,"37,695",37.14,37.40
5274,信驊,"329,494","328,914","304,950","282,572",0.18,"322,203",2.26,2185.00
5276,達輝-KY,"49,253","42,619","70,405","83,578",15.57,"49,059",0.4,16.00
5278,尚凡,"139,672","143,084","138,039","116,527",-2.38,"80,187",74.18,171.00
5281,大峽谷-KY,"78,118","133,729","90,802","94,709",-41.58,"92,045",-15.13,23.45
5287,數字,"134,299","123,271","139,961","137,633",8.95,"135,277",-0.72,249.00
5289,宜鼎,"1,103,400","1,048,977","978,982","857,087",5.19,"584,367",88.82,228.00
5291,邑昇,"145,213","153,686","152,992","130,289",-5.51,"92,689",56.67,44.40
5299,杰力,"251,218","250,277","228,264","222,811",0.38,"156,611",60.41,212.00
5301,寶得利,"1,953",915,"2,977","6,996",113.44,"5,176",-62.27,9.98
5302,太欣,"2,498","3,665","2,039","4,297",-31.84,"3,285",-23.96,15.15
5306,桂盟,"658,316","726,894","663,977","629,388",-9.43,"573,956",14.7,218.00
5309,系統電,"188,766","212,974","201,332","176,206",-11.37,"115,620",63.26,31.35
5310,天剛,451,"2,146",483,557,-78.98,"6,182",-92.7,14.70
5312,寶島科,"200,530","119,493","219,204","254,599",67.82,"280,403",-28.49,61.90
5314,世紀,751,"1,490",408,"1,677",-49.6,"2,601",-71.13, ---
5315,光聯,"185,122","184,008","183,182","182,363",0.61,"158,657",16.68,17.15
5321,美而快,"241,347","238,033","229,521","227,780",1.39,"194,761",23.92,58.30
5324,士開,"346,590","9,096","25,352","35,697",3710.36,"26,086",1228.64,9.88
5328,華容,"94,634","84,091","91,538","96,169",12.54,"71,846",31.72,17.05
5340,建榮,"118,782","117,649","115,901","125,281",0.96,"114,710",3.55,38.80
5344,立衛,"32,526","30,996","33,388","32,120",4.94,"27,889",16.63,17.55
5345,天揚,"1,966",638,"1,853",806,208.15,"4,841",-59.39,6.14
5347,世界,"3,677,308","3,575,319","3,409,448","3,170,821",2.85,"2,709,662",35.71,145.00
5348,系通,"10,568","8,066","9,117","10,792",31.02,"8,762",20.61,7.61
5351,鈺創,"516,044","453,012","422,030","401,137",13.91,"268,144",92.45,44.60
5353,台林,"132,953","140,377","127,114","91,458",-5.29,"129,213",2.89,16.50
5355,佳總,"67,655","59,946","67,440","52,276",12.86,"49,037",37.97,7.62
5356,協益,"364,188","289,905","257,754","326,132",25.62,"315,023",15.61,26.40
5364,力麗店,"5,199",352,"14,350","34,059",1376.99,"62,333",-91.66, ---
5371,中光電,"4,020,241","4,173,988","3,721,766","3,753,779",-3.68,"3,708,880",8.4,54.10
5381,合正,"32,738","29,166","32,824","29,764",12.25,"29,355",11.52,5.69
5383,金利,"136,888","120,884","123,873","111,195",13.24,"94,613",44.68,24.80
5386,青雲,"189,454","236,366","174,788","187,826",-19.85,"135,347",39.98,45.50
5392,應華,"974,993","999,854","943,688","951,157",-2.49,"913,108",6.78,24.95
5398,慕康生醫,"20,100","63,356","33,179","33,315",-68.27,"27,206",-26.12,20.15
5403,中菲,"316,186","460,758","278,921","294,633",-31.38,"164,278",92.47,64.50
5410,國眾,"219,255","391,030","245,962","221,614",-43.93,"275,273",-20.35,23.65
5425,台半,"1,096,042","1,093,908","1,053,915","1,096,440",0.2,"847,335",29.35,76.60
5426,振發,"138,917","143,125","136,383","135,679",-2.94,"142,010",-2.18,10.35
5432,新門,"8,700","4,197","4,689","3,242",107.29,"8,472",2.69,33.75
5438,東友,"130,386","154,052","129,536","197,278",-15.36,"131,137",-0.57,21.70
5439,高技,"313,998","296,632","287,716","275,678",5.85,"200,529",56.58,67.00
5443,均豪,"456,553","386,966","586,562","489,197",17.98,"290,797",57.0,37.25
5450,南良,"292,303","285,149","276,252","265,227",2.51,"205,546",42.21,17.75
5452,佶優,"578,264","520,482","616,091","580,235",11.1,"447,759",29.15,25.10
5455,昇益,259,214,172,171,21.03,157,64.97, ---
5457,宣德,"1,392,819","1,057,576","1,232,291","1,203,109",31.7,"1,339,442",3.99,76.20
5460,同協,"42,574","27,559","32,381","42,106",54.48,"55,031",-22.64,11.45
5464,霖宏,"160,171","149,714","142,202","134,044",6.98,"53,179",201.19,30.35
5465,富驊,"472,650","418,415","447,757","508,158",12.96,"541,635",-12.74,15.70
5468,凱鈺,"11,150","12,358","11,554","12,034",-9.78,"8,876",25.62,16.90
5474,聰泰,"150,768","192,913","218,171","198,704",-21.85,"317,397",-52.5,147.00
5475,德宏,"177,343","185,962","170,406","173,894",-4.63,"43,177",310.73,33.00
5478,智冠,"521,164","711,553","547,292","562,202",-26.76,"564,118",-7.61,101.50
5481,新華,"9,809","7,341","7,720","7,701",33.62,"10,104",-2.92,12.30
5483,中美晶,"5,448,084","6,227,387","5,394,253","5,561,509",-12.51,"4,888,833",11.44,179.00
5487,通泰,"38,042","42,335","38,043","35,993",-10.14,"52,507",-27.55,38.65
5488,松普,"94,419","107,856","105,807","101,602",-12.46,"89,743",5.21,8.09
5489,彩富,"150,425","136,317","132,102","141,351",10.35,"83,607",79.92,34.00
5490,同亨,"85,752","104,897","62,863","82,852",-18.25,"215,131",-60.14,27.75
5493,三聯,"223,802","275,538","243,901","246,711",-18.78,"224,674",-0.39,43.20
5498,凱崴,"147,867","138,430","136,620","130,936",6.82,"95,430",54.95,17.70
5508,永信建,"378,705","692,197","372,898","558,305",-45.29,"253,354",49.48,53.00
5511,德昌,"481,828","540,103","549,827","429,391",-10.79,"394,045",22.28,29.10
5512,力麒,"415,449","305,176","419,109","372,847",36.13,"450,693",-7.82,9.26
5514,三豐,433,430,483,480,0.7,"87,138",-99.5,22.20
5516,雙喜,"136,839","231,516","118,565","126,343",-40.89,"118,587",15.39,14.55
5520,力泰,"225,631","230,622","232,614","223,333",-2.16,"212,829",6.02,49.30
5523,豐謙,"134,638","443,257","551,495","575,950",-69.63,"44,468",202.78,29.25
5529,鉅陞,"1,137","1,257","3,700","6,962",-9.55,"68,408",-98.34,17.60
5530,龍巖,"273,813","277,523","231,387","270,278",-1.34,"337,119",-18.78,48.15
5536,聖暉,"1,552,194","1,847,634","1,662,306","1,934,219",-15.99,"1,051,701",47.59,186.00
5543,桓鼎-KY,"200,028","162,465","208,012","204,695",23.12,"100,020",99.99,61.20
5601,台聯櫃,"6,403","6,368","6,562","6,260",0.55,"6,524",-1.85,32.00
5603,陸海,"181,599","151,047","162,296","150,041",20.23,"160,743",12.97,30.15
5604,中連貨,"13,048","12,095","11,657","11,768",7.88,"9,560",36.49,89.60
5609,中菲行,"3,115,156","2,940,103","2,837,153","2,618,891",5.95,"1,797,452",73.31,114.50
5701,劍湖山,"3,159",253,"12,020","41,712",1148.62,"81,301",-96.11,3.37
5703,亞都麗緻,"3,420","4,915","13,355","20,520",-30.42,"22,503",-84.8, ---
5704,老爺知,"6,928","2,481","18,560","35,845",179.24,"43,806",-84.18,33.70
5820,日盛金,"1,511,594","1,120,465","1,024,064","1,059,846",34.91,"1,195,160",26.48,12.90
5864,致和證,"-36,245","199,770","-186,037","496,631",-118.14,"-4,912",-637.89,16.25
5878,台名,"75,036","58,006","66,788","82,922",29.36,"99,451",-24.55,47.35
5902,德記,"159,032","151,894","143,179","137,457",4.7,"148,602",7.02,28.00
5903,全家,"6,824,824","6,311,274","7,154,812","7,034,902",8.14,"7,833,253",-12.87,263.00
5904,寶雅,"1,273,449","1,031,785","1,312,556","1,449,265",23.42,"1,610,156",-20.91,551.00
5905,南仁湖,"27,493","16,348","46,160","89,685",68.17,"158,886",-82.7,16.05
6015,宏遠證,"98,133","559,266","201,273","569,812",-82.45,"105,581",-7.05,20.30
6016,康和證,"364,137","633,826","8,237","463,640",-42.55,"732,808",-50.31,15.50
6020,大展證,"152,987","151,214","-75,813","157,335",1.17,"115,247",32.75,21.80
6021,大慶證,"257,261","125,720","120,529","113,969",104.63,"97,540",163.75,22.50
6023,元大期貨,"365,117","300,780","464,955","284,501",21.39,"360,281",1.34,49.25
6026,福邦證,"-1,886","273,718","166,797","210,165",-100.69,"54,266",-103.48,14.70
6101,寬魚國際,158,106,50,200,49.06,300,-47.33,19.00
6103,合邦,"2,799","1,604","2,829","1,764",74.5,"2,263",23.69,7.16
6104,創惟,"269,573","258,214","234,516","257,489",4.4,"223,134",20.81,103.00
6109,亞元,"105,767","91,883","108,886","106,940",15.11,"64,398",64.24,11.55
6111,大宇資,"24,242","69,821","39,787","48,735",-65.28,"22,933",5.71,74.30
6113,亞矽,"141,244","207,010","225,312","159,760",-31.77,"107,521",31.36,12.80
6114,久威,"167,864","201,124","160,546","179,140",-16.54,"149,644",12.18,23.15
6118,建達,"742,673","788,981","836,637","629,383",-5.87,"733,606",1.24,13.45
6121,新普,"8,202,655","8,153,690","8,023,810","7,943,637",0.6,"6,793,233",20.75,352.00
6122,擎邦,"178,688","122,673","135,603","130,577",45.66,"90,199",98.1,11.30
6123,上奇,"386,768","371,661","380,683","505,532",4.06,"413,351",-6.43,48.65
6124,業強,"231,779","220,202","243,932","258,821",5.26,"274,291",-15.5,26.55
6125,廣運,"296,622","338,027","312,566","379,467",-12.25,"318,410",-6.84,24.90
6126,信音,"358,034","341,889","334,838","346,867",4.72,"326,952",9.51,23.95
6127,九豪,"89,111","98,740","88,527","83,911",-9.75,"74,881",19.0,28.35
6129,普誠,"137,850","147,507","141,118","120,859",-6.55,"91,251",51.07,33.70
6130,星寶國際,"10,423","15,055","10,734","9,331",-30.77,"13,743",-24.16, ---
6134,萬旭,"128,344","119,117","131,791","151,561",7.75,"136,318",-5.85,17.35
6138,茂達,"549,009","532,048","542,504","535,509",3.19,"479,424",14.51,162.50
6140,訊達電腦,"210,521","180,880","134,616","182,467",16.39,"318,659",-33.94,14.45
6143,振曜,"337,679","439,870","384,609","449,371",-23.23,"367,764",-8.18,49.00
6144,得利影,"14,061","14,587","13,087","19,989",-3.61,"18,414",-23.64,16.50
6146,耕興,"350,149","360,089","335,070","345,315",-2.76,"310,259",12.86,250.00
6147,頎邦,"2,362,546","2,350,941","2,347,356","2,272,739",0.49,"1,855,593",27.32,77.70
6148,驊宏資,"42,111","20,923","13,473","25,368",101.27,"37,250",13.05,13.55
6150,撼訊,"448,863","621,810","691,022","707,244",-27.81,"249,134",80.17,140.00
6151,晉倫,"171,157","178,514","242,710","258,494",-4.12,"121,558",40.8,36.60
6154,順發,"491,495","562,836","570,508","340,644",-12.68,"379,046",29.67,17.75
6156,松上,"414,619","385,292","343,295","400,389",7.61,"371,814",11.51,16.70
6158,禾昌,"184,924","196,440","202,563","200,322",-5.86,"192,142",-3.76,37.15
6160,欣技,"105,463","122,318","124,737","87,069",-13.78,"117,589",-10.31,18.65
6161,捷波,"143,298","187,225","162,907","127,424",-23.46,"116,449",23.06,24.40
6163,華電網,"270,576","364,663","157,383","518,347",-25.8,"444,846",-39.18,17.55
6167,久正,"142,422","145,557","150,425","133,596",-2.15,"130,835",8.86,8.83
6169,昱泉,714,"1,892",742,746,-62.26,"3,069",-76.74,21.25
6170,統振,"259,855","235,034","247,441","257,382",10.56,"356,071",-27.02,38.75
6171,亞銳士,"5,104","21,469","29,865","37,947",-76.23,19,26763.16,26.60
6173,信昌電,"537,952","552,180","546,799","528,309",-2.58,"473,379",13.64,64.30
6174,安碁,"53,408","43,231","49,087","46,475",23.54,"29,976",78.17,21.45
6175,立敦,"331,027","355,935","328,199","331,156",-7.0,"234,250",41.31,49.20
6179,亞通,"275,756","395,093","222,515","181,204",-30.2,"279,538",-1.35,28.60
6180,橘子,"1,405,139","921,407","732,734","751,536",52.5,"1,023,217",37.33,63.40
6182,合晶,"839,893","818,986","830,131","821,871",2.55,"642,049",30.81,63.00
6185,幃翔,"45,674","48,125","46,665","48,905",-5.09,"85,984",-46.88,12.95
6186,新潤,"17,407","835,253","375,238","736,807",-97.92,"4,181",316.34,28.50
6187,萬潤,"270,726","267,277","264,259","250,955",1.29,"140,110",93.22,138.00
6188,廣明,"799,453","666,081","835,747","881,907",20.02,"803,069",-0.45,36.55
6190,萬泰科,"701,469","685,513","679,706","611,405",2.33,"384,777",82.31,24.60
6194,育富,"129,476","134,691","147,460","141,889",-3.87,"149,154",-13.19,28.25
6195,詩肯,"161,956","128,398","175,698","184,331",26.14,"193,822",-16.44,50.20
6198,凌泰,15,108,"1,580",94,-86.11,"6,996",-99.79, ---
6199,天品,"9,714","5,156","5,665","5,852",88.4,"3,875",150.68,17.55
6203,海韻電,"497,784","387,894","536,931","432,640",28.33,"259,973",91.48,97.00
6204,艾華,"69,025","64,245","63,105","54,641",7.44,"47,072",46.64,93.40
6207,雷科,"159,984","128,047","175,279","124,652",24.94,"83,583",91.41,32.55
6208,日揚,"256,758","309,692","289,413","270,043",-17.09,"197,123",30.25,42.10
6210,慶生,"80,082","58,555","69,834","49,920",36.76,"72,780",10.03,40.15
6212,理銘,"1,528,385",237,238,237,644788.19,237,644788.19,58.90
6217,中探針,"264,557","233,810","216,602","200,399",13.15,"211,945",24.82,38.75
6218,豪勉,"66,929","66,691","105,141","54,824",0.36,"48,714",37.39,19.15
6219,富旺,"109,266","1,170,497","62,000","87,076",-90.66,"195,901",-44.22,21.35
6220,岳豐,"1,141,765","1,013,434","1,044,219","988,506",12.66,"1,081,867",5.54,23.15
6221,晉泰,"220,081","328,886","210,215","222,397",-33.08,"246,902",-10.86,59.20
6222,上揚,"5,924","45,683","52,650","46,151",-87.03,"38,360",-84.56,15.00
6223,旺矽,"513,659","544,869","544,074","487,697",-5.73,"521,179",-1.44,144.50
6227,茂綸,"1,276,775","1,228,528","1,241,342","1,280,838",3.93,"877,986",45.42,32.35
6228,全譜,"7,325","17,367","5,434","4,099",-57.82,"7,729",-5.23,10.05
6229,研通,"209,225","189,772","178,998","182,898",10.25,"157,782",32.6,42.75
6231,系微,"109,129","118,582","84,283","103,341",-7.97,"97,206",12.27,80.60
6233,旺玖,"37,650","36,132","32,714","36,909",4.2,"28,443",32.37,42.40
6234,高僑,"70,496","61,669","541,842","75,072",14.31,"70,114",0.54,21.50
6236,康呈,"2,676",680,"2,812","2,385",293.53,"2,543",5.23,9.37
6237,驊訊,"180,855","171,699","156,821","146,429",5.33,"77,662",132.87,123.50
6240,松崗,"1,084","1,093","1,095","1,099",-0.82,"1,121",-3.3,14.50
6241,易通展,"11,601",255,"8,161","13,487",4449.41,"20,897",-44.48,19.60
6242,立康,"20,485","21,461","25,872","50,889",-4.55,"44,022",-53.47,43.20
6244,茂迪,"447,325","656,661","489,721","481,837",-31.88,"358,888",24.64,30.10
6245,立端,"551,134","591,227","491,886","533,028",-6.78,"655,684",-15.95,55.30
6246,臺龍,"166,152","137,492","182,546","153,428",20.84,"115,615",43.71,18.45
6247,淇譽電,"30,947","52,016","48,839","58,478",-40.5,"39,141",-20.93, ---
6248,沛波,"313,799","317,951","339,931","398,957",-1.31,"225,823",38.96,22.10
6259,百徽,"27,354","21,208","20,650","18,979",28.98,"15,241",79.48,16.55
6261,久元,"493,273","467,125","461,820","508,500",5.6,"285,255",72.92,91.00
6263,普萊德,"113,934","109,291","123,572","120,896",4.25,"109,766",3.8,65.30
6264,富裔,"21,074","83,130","23,360","42,683",-74.65,"17,592",19.79,9.43
6265,方土昶,"131,952","108,695","177,918","105,817",21.4,"50,239",162.65,10.10
6266,泰詠,"232,718","225,581","203,460","202,732",3.16,"204,186",13.97,21.90
6270,倍微,"368,316","324,095","377,499","367,033",13.64,"337,216",9.22,20.85
6274,台燿,"1,928,594","1,869,965","1,803,100","1,770,181",3.14,"1,542,966",24.99,115.00
6275,元山,"341,939","308,807","334,044","349,956",10.73,"277,218",23.35,31.70
6276,安鈦克,"103,798","129,079","109,461","116,913",-19.59,"139,333",-25.5,26.25
6279,胡連,"363,822","373,673","398,446","400,481",-2.64,"262,256",38.73,127.00
6284,佳邦,"543,406","569,056","579,680","577,335",-4.51,"493,839",10.04,59.70
6287,元隆,"149,123","132,315","138,711","110,480",12.7,"115,958",28.6,14.30
6290,良維,"673,535","661,737","619,457","722,821",1.78,"569,653",18.24,56.30
6291,沛亨,"18,178","18,410","17,047","14,485",-1.26,"18,448",-1.46,38.10
6292,迅德,"102,508","89,477","95,576","89,751",14.56,"125,412",-18.26,41.55
6294,智基,"84,235","89,336","90,371","91,517",-5.71,"85,418",-1.38,150.50
6404,通訊-KY,"1,755","1,864","2,608","3,473",-5.85,"8,020",-78.12,7.00
6411,晶焱,"349,252","306,525","291,163","304,253",13.94,"292,212",19.52,149.00
6417,韋僑,"91,204","91,146","83,394","83,740",0.06,"81,286",12.2,75.00
6418,詠昇,"80,907","76,345","86,748","81,094",5.98,"72,194",12.07,13.30
6419,京晨科,"26,991","25,466","25,374","27,259",5.99,"23,473",14.99,22.50
6425,易發,"84,924","142,974","185,580","127,028",-40.6,"49,866",70.3,22.80
6432,今展科,"122,772","117,380","126,952","138,012",4.59,"98,100",25.15,41.60
6435,大中,"250,694","241,125","246,577","246,238",3.97,"241,306",3.89,130.00
6441,廣錠,"91,920","230,484","369,975","321,343",-60.12,"92,111",-0.21,60.20
6446,藥華藥,"33,618","24,620","32,168","29,974",36.55,"46,636",-27.91,93.60
6457,紘康,"123,521","107,938","114,561","126,216",14.44,"92,103",34.11,161.50
6461,益得,"1,445",870,"1,196","1,930",66.09,"1,492",-3.15,20.65
6462,神盾,"129,571","165,119","227,131","340,390",-21.53,"534,832",-75.77,132.00
6465,威潤,"11,231","23,694","17,013","15,153",-52.6,"15,970",-29.67,19.30
6469,大樹,"970,885","935,670","1,077,731","808,680",3.76,"749,633",29.51,237.00
6470,宇智,"114,779","127,872","133,421","123,228",-10.24,"199,417",-42.44,42.60
6472,保瑞,"338,184","366,295","424,683","414,039",-7.67,"118,509",185.37,270.00
6482,弘煜科,"28,732","25,315","17,639","20,624",13.5,"4,758",503.87,43.40
6485,點序,"173,461","161,708","152,926","140,181",7.27,"76,336",127.23,148.00
6486,互動,"71,703","170,103","127,904","101,815",-57.85,"100,530",-28.68,77.10
6488,環球晶,"4,831,866","5,406,898","4,805,163","4,996,406",-10.64,"4,353,462",10.99,791.00
6492,生華科,50,50,50,50,0.0,50,0.0,146.00
6494,九齊,"200,197","197,468","208,249","192,811",1.38,"100,702",98.8,154.00
6496,科懋,"94,657","93,981","116,622","114,725",0.72,"119,211",-20.6,27.60
6499,益安,"3,676","2,757","31,068","4,561",33.33,"42,054",-91.26,71.80
6506,雙邦,"166,713","168,974","187,023","192,605",-1.34,"123,368",35.13,16.65
6508,惠光,"139,950","144,515","227,452","190,488",-3.16,"156,184",-10.39,30.90
6509,聚和,"366,145","448,545","375,646","378,066",-18.37,"263,170",39.13,57.30
6510,精測,"325,420","336,756","358,039","353,624",-3.37,"385,528",-15.59,604.00
6512,啟發電,"13,564","19,994","13,911","13,033",-32.16,"21,990",-38.32,17.25
6514,芮特-KY,"71,651","53,729","72,588","76,922",33.36,"72,786",-1.56,42.90
6516,勤崴國際,"39,122","51,398","16,467","22,875",-23.88,"24,013",62.92,114.50
6523,達爾膚,"92,695","73,919","76,104","85,237",25.4,"80,277",15.47,73.10
6527,明達醫,"50,729","50,431","58,351","61,898",0.59,"40,830",24.24,49.85
6530,創威,"21,359","25,368","21,376","22,432",-15.8,"20,223",5.62,18.55
6532,瑞耘,"47,167","36,189","44,095","36,493",30.34,"53,684",-12.14,40.10
6535,順藥,21,"2,164",21,"2,164",-99.03,10,110.0,34.45
